#separator:semicolon
#html:false
#notetype:Basic
#deck:AI-Security::L5-Model-Extraction

What does a Membership Inference attacker want and what do they end up with?;Wants to know: "Was this specific record in your training data?" Method: feed the record to the model and silently read the confidence score — training members get systematically higher confidence than non-members. Ends up with: yes/no answer about a specific individual's data being in the training set. Mnemonic: Silent Confidence Check — attacker never asks the model to recall anything; just reads the number.;AI-Security::L5::membership-inference::definition

What does a Training Data Extraction attacker want and what do they end up with?;Wants verbatim content from the training data — PII, secrets, memorized text. Method: craft prompts at high temperature + repetition test — strings that survive randomness across many runs are memorized. Ends up with: actual training data content reproduced by the model. Mnemonic: Repetition Test — if a string survives high-temp randomness repeatedly it's baked into the weights.;AI-Security::L5::training-data-extraction::definition

What does a Model Inversion attacker want and what do they end up with?;Wants to reconstruct what training data looks like — not the model itself. Method: gradient descent on INPUT space (not weights) — start from random noise and iterate toward high confidence for a target class. Ends up with: reconstructed inputs that resemble the training data distribution. Mnemonic: Noise to Face — start from static and push toward something recognizable.;AI-Security::L5::model-inversion::definition

What does a Model Stealing attacker want and what do they end up with?;Wants a functional clone of the model — to run without paying or to analyze privately. Method: query API across input space collecting (input→output) pairs then train a surrogate model on those pairs. Ends up with: a surrogate that approximates the target model's behavior. Mnemonic: Query to Clone — "I'll query you until I can replace you.";AI-Security::L5::model-stealing::definition

What is the difference between hard labels and soft labels in model stealing — and why does it matter?;Hard label = top-1 prediction only ("fraud"). Soft label = full probability distribution ("fraud: 0.94 | legitimate: 0.06"). Soft labels carry dark knowledge — the model's uncertainty structure across all classes. Training a surrogate on soft labels is 10-100x more efficient than hard labels. Exposing logits = handing the attacker their most powerful cloning signal. Mnemonic: Hard = just the winner. Soft = the whole scoreboard.;AI-Security::L5::model-stealing::soft-labels

In a model inversion attack why isn't 99% model confidence enough to make the attack useful?;High confidence means the adversarial pixels fool the model's decision boundary — not that they resemble training data. Without regularization pixels drift to extreme values (e.g. minus 800 to plus 800) producing high-contrast noise. The model is fooled. A human sees nothing useful. Useful attack = high confidence AND realistic-looking output. Mnemonic: Fooling the model does NOT equal reconstructing reality.;AI-Security::L5::model-inversion::confidence-vs-realism

What does the L2 norm penalty do in a regularized model inversion attack?;Adds a cost to the loss function for extreme pixel values while chasing confidence. Creates competing pressure: optimizer must find high confidence THROUGH realistic pixel values — because extreme values are penalized. Steers the optimizer toward the training data distribution rather than adversarial noise. Code: loss = confidence_loss + lambda_reg * torch.norm(x). Mnemonic: Pay for extremes — forces the optimizer to earn confidence the realistic way.;AI-Security::L5::model-inversion::regularization-L2

What does pixel clamping do in a regularized model inversion attack?;Hard wall enforced after every gradient step: any pixel outside [-2, 2] snaps back unconditionally. The optimizer can never escape into physically impossible pixel territory. Range [-2, 2] matches real image normalization range — staying inside it means staying within what real training images look like. Code: x.data.clamp_(-2, 2). Mnemonic: Snap back — not a cost, a hard physical boundary.;AI-Security::L5::model-inversion::regularization-clamping

What should an AI security auditor check to assess Membership Inference risk — and what is the common wrong metric?;WRONG: accuracy gap (train accuracy minus test accuracy). RIGHT: confidence score distribution gap. Sample 500 training members + 500 non-members. Run both through the model. Plot confidence score histograms. If the two distributions are clearly separated (members cluster high, non-members cluster lower) the model is MI-vulnerable — regardless of accuracy gap. Mnemonic: Distribution not Decision — check the histogram not the leaderboard.;AI-Security::L5::membership-inference::audit-method

