#separator:semicolon
#html:false
#notetype:Basic
#deck:AI-Security::L2.5-Training-RLHF

What are "weights" in a neural network? What do they represent before vs. after training?;Weights are tunable numbers inside the network — billions of them in an LLM. Before training: random noise, meaningless. After training: encode language, facts, patterns, and behaviors. They ARE the model's knowledge. Change the weights, change what the model knows. | Mnemonic: Like liquidation_threshold = 0.75 in a lending protocol — except billions of such parameters, all found automatically by training. Source: modules/01_introduction/02_llm_architecture.md;AI-Security::L2.5::training::definition

What is "loss" in neural network training? What value means perfect?;A single number measuring how wrong the model's prediction was. 0 = perfect prediction. High = very wrong. The entire training loop exists to minimize loss across all examples. | Mnemonic: Loss = slippage on a DEX swap. 0 = perfect fill. Higher = worse execution. Source: modules/01_introduction/02_llm_architecture.md;AI-Security::L2.5::training::definition

What is a "gradient" in neural network training? What two things does it tell you?;A per-weight value computed after a prediction error. It tells you: (1) direction — should this weight increase or decrease? (2) magnitude — by how much? Gradients are the "blame scores" that assign each weight its share of responsibility for the error. | Mnemonic: Like a DAO tracing a bad governance outcome — assigning proportional blame to each voter's influence. Source: modules/01_introduction/02_llm_architecture.md;AI-Security::L2.5::training::definition

What does backpropagation do?;Algorithm that traces a prediction error backwards through every calculation in the network to compute each weight's gradient. Without it, there's no way to know which of billions of weights caused the mistake. | Mnemonic: Like tracing a DeFi exploit backwards through a flash loan chain — finding which contract (weight) contributed how much to the loss. Source: modules/01_introduction/02_llm_architecture.md;AI-Security::L2.5::training::definition

What are the 4 steps of the neural network training loop in order?;1. Forward pass — input flows through network → prediction. 2. Compute loss — compare prediction to correct answer. 3. Backpropagation — trace error backwards → gradient per weight. 4. Optimizer update — new_weight = old_weight minus (lr x gradient). Repeat billions of times. | Mnemonic: FLBO — Forward, Loss, Backprop, Optimize. Source: modules/01_introduction/02_llm_architecture.md;AI-Security::L2.5::training::process

What is RLHF and why does it exist?;RLHF (Reinforcement Learning from Human Feedback) is a training pipeline applied on top of a base LLM to align it with human values (helpfulness, honesty, harmlessness). It exists because base models are pure next-token predictors — no concept of safe vs. harmful. Without RLHF, the model answers bomb-making questions the same as cooking questions. | Mnemonic: RLHF = the safety governor bolted on top of a raw engine. The engine is powerful but dangerous alone. Source: modules/01_introduction/02_llm_architecture.md + deep-dives/rlhf-alignment.md;AI-Security::L2.5::rlhf::definition

What are the 3 stages of RLHF in order?;1. SFT (Supervised Fine-Tuning) — human labelers write ideal safe responses; model fine-tuned on them. Teaches format and tone. 2. Reward Model (RM) training — humans rank pairs of responses; preference data trains a neural net (the RM) to score any response. 3. PPO loop — RL algorithm nudges LLM weights toward responses that score high on the RM. KL-divergence penalty prevents drift and reward hacking. | Mnemonic: SRP — Supervised, Reward, PPO. "Safety Requires Policy." Source: deep-dives/rlhf-alignment.md;AI-Security::L2.5::rlhf::process

What is the Reward Model (RM) in RLHF? What does it input and output?;A separate trained neural network whose sole job is to score LLM responses. Input: prompt + response pair. Output: single scalar score (+2.5 for safe/helpful, -3.0 for toxic). Trained on human preference comparisons (A vs B). Acts as fast proxy for human judgment during PPO training. | Mnemonic: RM = the judge sitting in the passenger seat scoring every response the driver (LLM) produces. Source: deep-dives/rlhf-alignment.md;AI-Security::L2.5::rlhf::definition

What does the KL-divergence penalty do in PPO training? What does it prevent?;Measures how far the LLM has drifted from the SFT baseline and subtracts it from the reward. Prevents the LLM from changing too drastically per update step. Without it, PPO finds "cheat codes" — degenerate outputs that score high on the RM without being genuinely helpful or safe. This failure mode is called reward hacking. | Mnemonic: KL penalty = slippage tolerance on a trade. Too loose = model drifts wildly (reward hacks the RM). Just right = controlled, safe optimization. Source: deep-dives/rlhf-alignment.md;AI-Security::L2.5::rlhf::definition

What is the fundamental root cause shared by BOTH reward hacking and over-refusal?;The RM learned surface-token correlations during training rather than semantic intent — so it scores based on "what does this look like?" not "what does this mean?" Both failures are consequences of the same flaw in how the RM was built. | Mnemonic: RM = a text filter pretending to be a judge. It pattern-matches tokens; it does not understand context. Source: summaries/L2.5-transformer-architecture.md;AI-Security::L2.5::rlhf::gotcha

What is reward hacking in RLHF? Does it happen at training time or inference time?;Training-time failure where the PPO optimizer discovers shortcuts in the RM's scoring logic — patterns that score high without being genuinely safe/helpful. Classic example: sycophantic openers score high because raters liked polite tone, so the model learns to add them even to harmful responses. The behavior is baked into weights before deployment — NOT an inference-time attack. | Mnemonic: Coin glitch in a video game. The scoring system has a bug; the optimizer (player) finds and exploits it during development. The exploit ships with the game. Source: deep-dives/rlhf-alignment.md;AI-Security::L2.5::rlhf::attack

What is over-refusal in RLHF? Why does it happen mechanically?;The RM systematically scores refusals too high for legitimate requests on sensitive topics. Cause: during RLHF training, human raters ranked refusals higher than answers for sensitive topics. RM learned: sensitive surface tokens → refuse = high score. At inference it applies this to ALL matching requests regardless of intent. A security professional asking about SQL injection gets refused the same as a malicious hacker. | Mnemonic: RM can't read intent — only tokens. "SQL injection" fires the same refusal pattern whether attacker or OSCP student. Source: summaries/L2.5-transformer-architecture.md;AI-Security::L2.5::rlhf::attack

What are the 4 steps of a feedback loop poisoning attack against RLHF?;1. Infiltrate labeling pool — place compromised raters or automated scripts in the annotation pipeline. 5-10% poisoned ratings is enough; looks like natural rater disagreement. 2. Systematic mis-labeling on target topics — rank harmful responses as preferred on specific scenarios. Targeted, not random, to avoid detection. 3. Corrupt RM trains LLM — PPO nudges LLM weights toward harmful behavior on those topics. 4. Deployment — RM discarded after training. Corruption is permanent in LLM weights with no RM left to audit. | Mnemonic: Governance attack via flash loan. Compromise voters (raters) → corrupt proposal passes (bad RM) → on-chain state poisoned (LLM weights) → flash loan returned (RM discarded). Rollback = hard fork (full retraining). Source: deep-dives/rlhf-alignment.md;AI-Security::L2.5::rlhf::attack

Common mistake: "Reward hacking and jailbreaking are the same attack." Is this correct?;NO. Reward hacking: PPO optimizer finds RM shortcuts DURING TRAINING — behavior baked into weights before deployment. No attacker needed. Jailbreaking: attacker crafts prompt AT INFERENCE TIME to bypass the alignment layer — pre-training knowledge surfaces. Both exploit RLHF weaknesses but at completely different points in the lifecycle. | Mnemonic: Hacking = factory installed the exploit (training time). Jailbreaking = user bypasses the lock (inference time). Same prison, different attack. Source: summaries/L2.5-transformer-architecture.md;AI-Security::L2.5::rlhf::gotcha

Why do jailbreaks work mechanically? What does RLHF NOT do to dangerous knowledge?;RLHF adds a refusal behavior ON TOP of pre-training weights. It does NOT delete dangerous knowledge from FFN weights — that knowledge is still there from pre-training. A jailbreak creates a context the RM was never trained to recognize as harmful → no refusal fires → pre-training FFN knowledge surfaces directly. RLHF is a layer, not a deletion. | Mnemonic: RLHF = a require() check bolted on a contract. The dangerous logic is still in the bytecode. Find a call path that bypasses the require() and it executes. Source: modules/01_introduction/02_llm_architecture.md + deep-dives/rlhf-alignment.md;AI-Security::L2.5::rlhf::concept
