#separator:semicolon
#html:false
#notetype:Basic
#deck:Solana::Phase3-4

When do you use CpiContext::new vs CpiContext::new_with_signer?;new(...) = wallet is signer. Wallet signed outer tx, runtime propagates authority into CPI. new_with_signer(...) = PDA is signer. No private key, so you pass seeds. Runtime re-derives address, marks it as signer if it matches.;solana::cpi::syntax
How does the runtime verify a PDA signature in new_with_signer — no private key exists?;You pass signer_seeds → runtime re-derives PDA address using (seeds + program_id) → if derived address == account address → account marked as signer for this CPI only. No cryptography. Pure address verification.;solana::pda::signing
What are the three distinct account checks in Solana access control and what does each prevent?;Signer → Signer<'info> → unsigned tx. Ownership → Account<'info, T> → fake accounts from other programs. Identity → seeds or address= → right program wrong user. Mnemonic: SOI — Sign Own Identify.;solana::security::access-control
Security check: A program declares pub authority: Signer<'info> with no other constraints. What's the vulnerability?;Missing identity check. Signer<'info> only verifies "did this account sign?" not "is this the RIGHT account?" Any PDA from any program satisfies it. Fix: add seeds constraint or address= constraint.;solana::security::missing-check
How does binding a user's pubkey into PDA seeds enforce access control without a require! check?;seeds = [b"vault", user.key()] → PDA address unique per user. Attacker signs as themselves → runtime re-derives PDA with attacker's key → different address → constraint fails. No explicit require! needed.;solana::pda::access-control
What is the signing rule for raw invoke() vs invoke_signed()?;invoke() = wallet is signer. Wallet signed outer tx, runtime propagates inward. AccountMeta signer=true declares intent only — runtime checks outer tx. invoke_signed() = PDA is signer. Pass seeds, runtime verifies address derivation.;solana::cpi::raw
What is the blind signing / transaction injection attack on Solana?;Transaction bundles multiple instructions. Malicious dApp shows harmless instruction but hides drain instructions underneath. User signs once → all execute atomically. Defense: Instructions sysvar (program) + read simulation (user).;solana::security::blind-signing
What are the three account types in the SPL Token model and what does each hold?;Mint Account → global token metadata (decimals, supply, authorities). Token Account → one wallet's balance for one mint. ATA → Token Account at deterministic address from (owner, token_program, mint). SPL Token Program owns both.;solana::tokens::model
Where is Alice's SOL stored vs her USDC? What's different?;SOL → lamports field on wallet account directly. No extra account. USDC → amount field in Alice's USDC ATA. Separate account. USDC Mint → global metadata only, NOT individual balances.;solana::tokens::storage
What is the core Anchor mental model: constraints vs instruction code?;Constraints (#[account(...)]) → Anchor generates all boilerplate: CreateAccount, InitializeMint, ownership checks. Instruction code → you write only business logic. Mint account's stored data (mint_authority etc.) decides authorization — not your code.;solana::anchor::mental-model
What happens if you omit mint::freeze_authority when creating a Mint?;freeze_authority defaults to None permanently. No upgrade path. freeze_account and thaw_account always fail for that Mint. Decision is made at creation and cannot change. Auditor: check if protocol needs freeze — was it set?;solana::tokens::freeze
For each SPL Token operation who signs — wallet or PDA? Needs new_with_signer?;mint_to → mint_authority PDA → new_with_signer. transfer → owner → new. burn → owner → new. freeze_account → freeze_authority PDA → new_with_signer. thaw_account → freeze_authority PDA → new_with_signer. close_account → owner → new.;solana::tokens::operations
What three rules make a Solana SPL token an NFT?;1. decimals=0 (mint::decimals=0). 2. supply=1 (mint_to amount=1). 3. mint_authority=None (set_authority after minting). Same SPL Token infrastructure as fungible tokens — no new program. Mnemonic: Zero One None.;solana::nft::definition
Security audit: NFT marketplace checks collection.key to verify collection membership. What's the vulnerability?;Anyone can set collection.key to any Mint including fakes. Correct check: collection.verified==true. verified=true can ONLY be set by the collection's update authority holder. Checking key only → accepts fakes.;solana::security::nft
Security audit: Token-2022 token has TransferHook enabled. What three attack vectors does this introduce?;1. Upgradeable hook — protocol silently changes what runs on every transfer. Check upgrade_authority==None. 2. Cross-program reentrancy — hook fires mid-transfer, can CPI back. 3. DoS — expensive hook computation triggered by attacker repeatedly.;solana::security::token-2022
