#separator:semicolon
#html:false
#notetype:Basic
#deck:Solana::Security-Audit

What are the 6 Solana vulnerability classes? (name them all);1. Account Validation (ownership/signer/identity/type cosplay) 2. Arbitrary CPI 3. PDA Seed Collision 4. Re-initialization 5. Arithmetic Bugs 6. Delegate Authority Confusion. Mnemonic: AAARDS — Account, Arbitrary, seeDs, Re-init, arithDemtic, Delegate. Source: Rektoff Security Roadmap for Solana;solana::security::definition

Auditor checklist: for every account in an Anchor struct, what 3 questions do you ask?;□ Is it Account<'info,T> not AccountInfo? (ownership + discriminator check) □ Does it have a seeds constraint if it should be user-specific? (identity check) □ Is it Signer<'info> if it needs to authorize? (signer check). Mnemonic: OSI — Ownership, Seeds, Is-signer. Like OSI network model — layers of trust from bottom up. Source: Rektoff Security Roadmap §8.2-8.3;solana::security::checklist

Security check: `pub token_program: AccountInfo<'info>` — what attack does this create?;Arbitrary CPI. Attacker passes their own malicious program as token_program. Your CPI calls attacker code instead of SPL Token. Fix: pub token_program: Program<'info, Token>. Mnemonic: If you don't check WHO you're calling, you might be calling the devil. Always name the program explicitly. Source: Rektoff Security Roadmap §8.4;solana::security::audit

Two PDAs in same program both use seeds = [user.key()]. What is the vulnerability and attack?;PDA Seed Collision. Both account types derive the SAME address for the same user. Attack: (1) second account can never be created — init fails. (2) attacker passes account type A where type B is expected — same address, ownership check passes, data interpreted as wrong struct. Fix: always namespace — seeds = [b"profile", user.key()] vs seeds = [b"vault", user.key()]. Mnemonic: Two rooms, same key — whoever enters first locks out the other, and a thief can use either key for either room. Source: Rektoff Security Roadmap §8.4;solana::security::audit

Common mistake: "Re-initialization attacks are only dangerous if the attacker can escalate privileges." Correct?;❌ No. State reset is enough. Attacker re-calls init on YOUR existing account → resets your staked_amount to 0 → your tokens are stuck in the pool forever. Or resets accumulated fees to 0 before harvest. No privilege needed — corrupting legitimate state is the attack. Mnemonic: You don't need to steal the house. Just reset the locks so the owner is locked out. Source: Rektoff Security Roadmap §8.5;solana::security::gotcha

Security check: `#[account(init_if_needed)]` without any guard — what do you flag?;Re-initialization risk. init_if_needed skips account creation but STILL RUNS instruction code. Attacker re-calls the instruction on your existing account and overwrites state. Fix: add guard in instruction body: require!(!ctx.accounts.config.is_initialized, ErrorCode::AlreadyInitialized). Mnemonic: A door that unlocks for new visitors but also lets anyone already inside re-enter and rearrange your furniture. Source: Rektoff Security Roadmap §8.5;solana::security::audit

How do you safely calculate rewards with staked_amount * reward_rate * slots in Solana?;Cast to u128 for intermediate calculation to avoid overflow, then downcast back. Also validate reward_rate > 0. Pattern: let rewards = (staked_amount as u128).checked_mul(reward_rate as u128)?.checked_mul(slots as u128)? as u64; Mnemonic: Wide road for the multiplication, narrow road for storage. Use the highway (u128) while calculating, park on the street (u64) when done. Source: Rektoff Security Roadmap §8.6;solana::security::syntax

Security check: instruction operates on a Token Account, authority is Signer<'info>. What check is most commonly missed?;Verify authority is the token account OWNER not just a delegate. token_account.delegate can also sign (via approve()). Fix: require!(ctx.accounts.token_account.owner == ctx.accounts.authority.key(), ErrorCode::InvalidAuthority). Mnemonic: Having a spare key (delegate) doesn't make you the tenant (owner). Always check the lease, not just who has a key. Source: Rektoff Security Roadmap §8.3;solana::security::audit

Token account auditor reflex — 4 checks for EVERY TokenAccount in any DeFi instruction;□ .mint == expected_mint (right token? prevents depositing PEPE, withdrawing USDC) □ .owner == expected_wallet_or_pda (right owner?) □ .owner == user.key() not just delegate (for user-controlled accounts) □ address = canonical_ata (for protocol-controlled pool accounts). Mnemonic: MOID — Mint, Owner, Is-owner-not-delegate, Deterministic-address. Source: rareskills.io/solana-tutorial — SPL Token;solana::security::checklist

Security check: `pub pool_token_account: Account<'info, TokenAccount>` with only `mut` — what's missing in a staking/DEX program?;No identity check. Any token account owned by SPL Token Program passes. Attacker passes their own token account as pool_token_account in unstake → receives tokens directly. Fix: constrain to the canonical pool ATA: #[account(mut, constraint = pool_token_account.owner == pool.key())] or use a deterministic seeds-derived ATA address. Source: Rektoff Security Roadmap §8.2;solana::security::audit

What does type cosplay mean in Solana and when does Anchor prevent it automatically?;Type cosplay = passing account type A where type B is expected. Both owned by same program so ownership check passes. Anchor prevents it automatically when you use Account<'info, T> — checks the 8-byte discriminator (sha256("account:TypeName")[..8]). Raw programs without Anchor have NO automatic protection. Mnemonic: Discriminator = name badge. Anchor checks your name badge at the door. Raw programs have no bouncer. Source: rareskills.io/solana-tutorial — Anchor accounts;solana::security::definition

Common mistake: "Zero reward_rate is a bug." Severity?;Info-level finding. reward_rate = 0 → all stakers earn nothing forever, no error. Protocol silently broken but no funds stolen. Flag as: "Missing zero-value validation on reward_rate in initialize — misconfiguration leads to permanently broken reward distribution." Fix: require!(reward_rate > 0, ErrorCode::InvalidRewardRate). Source: Rektoff Security Roadmap §8.6;solana::security::gotcha

Raw invoke_signed — what are the 3 arguments and what does each contain? (reinforcement);1. instruction — WHAT: built with system_instruction::transfer or similar. 2. account_infos — WHICH: every account touched by the instruction + the invoked program itself. 3. signer_seeds — WHO: seeds for the PDA that signs. Missing any account from account_infos = runtime error. Mnemonic: Form + Witnesses + Stamp. The transfer form, everyone present at the counter, the authorization stamp. Source: rareskills.io/solana-tutorial — CPI section;solana::cpi::syntax
